record_id,thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,station_code,ingest_marker,calibration_tag,diagnostic_noise,thermoreg_reading_fahrenheit
P67583763,39.5,90.0,-2.0,-1.5,c2,3.0,0.0,1,Z-YFB,1.0,A,1.0592866086541275,
p24675114,50.400000000000006,64.0,44.0,0.0,c2,,0.0,1,Z-SVZ,1.0,A,-0.2843332453715695,32.275683433349755
P59014925,46.3,117.0,-1.6,-3.5,c1,4.0,1.0,1,?,1.0,A,1.3494198982523882,27.642475099997792
P99892223,47.5,80.0,-3.2,-10.5,c4,4.0,0.0,0,Z-JIF,1.0,A,0.1682054088169287,29.05094215074235
P22847949,58.2,119.0,-3.2,-4.2,c1,3.0,0.0,1,Z-DIP,1.0,A,1.34086470682906,41.02482042774144
P22961382,54.5,81.0,-4.4,-9.4,c2,3.0,,0,Z-IQW,,A,0.1340971898232529,36.84303893303533
P96949531,60.900000000000006,140.0,1.3,-0.6000000000000001,c3,4.0,0.0,0,Z-VSY,1.0,A,,44.036582966984696
P31988299,48.900000000000006,87.0,5.6000000000000005,-1.3,c1,4.0,0.0,1,Z-MDN,1.0,A,-1.052533173165104,30.609448886750897
P88712376,44.6,115.0,0.6000000000000001,-1.2000000000000002,c1,1.0,0.0,1,,1.0,A,-0.3699777279458742,25.736516494963674
P42149774,48.400000000000006,92.0,-2.4000000000000004,0.1,c1,3.0,0.0,1,,1.0,A,1.5807960735608948,
P78060754,52.1,91.0,4.9,0.2,c1,5.0,1.0,1,Z-JVW,1.0,A,1.5315483851764162,34.182471121441
P15479803,51.6,114.0,5.2,-1.0,c4,2.0,0.0,0,Z-JHN,1.0,B,-2.325136019022085,33.5891602260834
,41.5,57.0,-0.6000000000000001,,c2,3.0,,0,Z-GAY,1.0,,2.3652900622727744,22.2405073498997
P88334642,50.900000000000006,150.0,-0.9,1.5,c2,2.0,,1,Z-MDC,1.0,,1.7329838820159778,32.81440803465087
P40436045,52.0,108.0,4.5,4.1000000000000005,c1,4.0,0.0,1,Z-JQM,1.0,A,-0.7048904646792027,
P67272527,70.3,119.0,5.7,1.4,c2,4.0,0.0,0,Z-EMF,1.0,?,0.7525869461792493,54.65726633780528
P29347683,65.2,115.0,4.3,-0.5,c1,5.0,0.0,0,Z-DBK,1.0,A,0.9440364496435698,48.891601501535035
P24377341,43.3,89.0,17.0,-1.6,c1,4.0,0.0,1,Z-JHX,1.0,A,-2.494329212622706,24.32080984497062
P10044285,47.900000000000006,123.0,2.7,0.5,c2,3.0,0.0,1,Z-JHN,1.0,A,-0.1511716219563573,29.413549746057416
P54844170,38.400000000000006,57.0,0.5,-8.5,c3,3.0,1.0,0,Z-IJA,1.0,A,,18.829021983466973
P56922128,45.400000000000006,82.0,3.6,-2.6,c1,4.0,0.0,1,Z-OHV,1.0,B,-0.1922299605074138,26.68363687432862
P17080278,52.7,103.0,0.9,4.4,c1,4.0,0.0,1,Z-MVQ,1.0,A,-1.3772618649928718,34.84044503231306
P30500783,59.8,158.0,-2.3000000000000003,-2.7,c3,1.0,0.0,0,Z-MOW,1.0,A,-0.1298556523324836,
P64988180,44.3,118.0,0.8,4.3,c1,2.0,0.0,1,Z-HZS,1.0,A,0.5502045301907738,25.438245460307524
P42793240,44.900000000000006,,53.00000000000001,7.4,c1,4.0,0.0,0,Z-NBQ,1.0,A,0.4173805998810243,26.11268203938983
P30849690,33.0,72.0,-1.7000000000000002,,c5,1.0,1.0,1,Z-QGJ,1.0,A,-1.0886975601684736,12.674398732352106
P10582993,48.900000000000006,137.0,7.1000000000000005,3.4000000000000004,,4.0,0.0,0,Z-XFF,1.0,A,2.3169939884046946,30.53600671509583
P13477503,41.7,120.0,5.4,7.300000000000001,c3,5.0,0.0,0,Z-HOL,1.0,A,-1.0668519679815878,22.438270293263933
P67419153,,112.0,6.6000000000000005,7.4,c4,2.0,,0,Z-WYA,1.0,A,-0.6291623372967744,
P20371375,43.1,110.0,-2.2,0.7000000000000001,c1,2.0,1.0,1,Z-OSK,,A,0.5236724232281824,
P86053584,49.400000000000006,83.0,4.1000000000000005,1.9,c2,5.0,1.0,1,Z-CAV,1.0,A,-0.5135396329188353,31.151637011726987
P59973636,36.1,126.0,0.4,-0.7000000000000001,c2,3.0,1.0,1,Z-BLK,1.0,A,-0.5733015385306346,16.180444477790317
,38.400000000000006,74.0,-1.7000000000000002,-4.2,c1,4.0,1.0,0,Z-TIU,1.0,A,-0.5350308939893671,18.79659279148109
P67328254,67.2,144.0,-1.0,-2.7,c1,,1.0,0,Z-WHB,1.0,A,-0.1263286323887405,
P24491144,39.900000000000006,101.0,61.00000000000001,0.8,c5,2.0,1.0,1,Z-UMI,1.0,A,,20.413196768533723
P39232058,41.400000000000006,49.0,0.8,-1.2000000000000002,c1,1.0,,0,Z-BOL,1.0,A,-0.2975901399789437,22.12892979390824
P54695056,64.9,124.0,0.1,-2.2,c4,3.0,0.0,0,Z-XCH,1.0,A,-0.5539430422698058,48.53222175489182
P67910718,73.4,145.0,4.9,0.7000000000000001,c2,5.0,1.0,0,,1.0,A,-1.1588939896825428,58.14560452316366
P22398416,40.8,82.0,2.2,3.7,c3,3.0,0.0,0,Z-KHW,1.0,A,0.2071761195454112,
p41685948,47.2,94.0,0.7000000000000001,-7.0,c2,1.0,1.0,0,,1.0,A,0.5788644292935649,28.685759388907726
P18270280,52.900000000000006,,4.6000000000000005,3.9,c2,1.0,1.0,0,Z-YQJ,1.0,A,-0.8482452825224871,35.07399995846458
P21759310,64.0,101.0,-1.6,-6.9,c2,4.0,0.0,1,Z-UCP,1.0,A,,
P30142191,42.3,53.0,,-3.9,c2,1.0,0.0,0,,,A,0.3683746981377991,23.11828629414586
P38368925,,81.0,5.0,-0.5,c4,2.0,1.0,1,Z-FJL,1.0,A,-0.6020674736026748,29.792499386521012
P91727551,56.400000000000006,131.0,2.3000000000000003,2.4000000000000004,c4,4.0,0.0,0,Z-MOQ,1.0,A,-0.8216016064171977,38.996038184555694
P45574140,53.6,129.0,-0.1,-11.3,c1,2.0,0.0,1,Z-CRD,1.0,,0.7089488485108103,
P19840800,,112.0,-0.9,,c1,3.0,0.0,1,Z-NYZ,1.0,A,1.2693734151532376,28.614595358929108
P92137495,49.1,123.0,5.300000000000001,3.2,c4,2.0,1.0,0,Z-USM,1.0,A,-0.3543054603367729,
P61254234,39.2,89.0,-4.0,-9.2,c1,2.0,0.0,0,Z-KCQ,1.0,A,-2.0333063648911724,19.62593772467017
P20409433,48.3,83.0,2.7,1.5,c4,2.0,0.0,1,Z-CJR,1.0,A,0.4305464590731094,29.856436304228012
P17422915,48.0,71.0,,-3.7,c1,3.0,1.0,0,Z-RRB,1.0,A,-1.5571799803907522,
p17754750,52.0,69.0,-0.6000000000000001,-2.3000000000000003,c1,2.0,0.0,0,Z-ABI,1.0,A,1.8496901166412256,34.089529006636305
P91964190,45.7,87.0,3.8,-3.6,c1,5.0,1.0,1,Z-NAF,1.0,A,0.2646268868550533,27.002055030628856
?,53.900000000000006,128.0,5.0,11.4,c1,2.0,,0,Z-UMS,1.0,A,0.6304565576687164,36.243846702906254
P71213369,58.3,120.0,3.8,,c3,4.0,1.0,0,Z-WKI,1.0,A,0.269597876066536,41.114442360378455
P96705350,51.400000000000006,103.0,-3.0,-3.1,c2,2.0,1.0,1,Z-EJP,1.0,A,0.9902695072718772,33.398863949016196
P46114886,53.0,77.0,-3.0,-8.3,c5,2.0,1.0,1,Z-MSZ,1.0,A,0.6981028434643796,
P91652961,50.6,171.0,0.6000000000000001,-2.2,c2,3.0,0.0,1,Z-LXF,1.0,A,0.4242198120378506,32.47839812820081
P46277521,50.2,78.0,2.8000000000000003,,c3,4.0,0.0,0,Z-BYF,1.0,A,0.2147810134542442,32.00075953782273
P73021965,44.400000000000006,94.0,6.300000000000001,5.0,c3,,0.0,0,Z-VQZ,1.0,A,-1.542266383751824,25.50597769811437
P84400427,52.7,132.0,64.0,5.7,c1,2.0,0.0,0,Z-EMH,1.0,A,0.6527009936753371,34.84844835505977
P16007567,49.400000000000006,100.0,6.6000000000000005,5.1000000000000005,c4,4.0,0.0,1,Z-CKJ,1.0,A,-0.2933383882074893,
P76081565,66.9,107.0,1.4,1.0,c2,2.0,0.0,0,Z-KQB,1.0,A,0.2489594622393703,
P82576128,62.8,143.0,1.3,-1.2000000000000002,c2,5.0,0.0,0,Z-PBS,1.0,A,0.9386188108074304,46.16019412227718
P97206011,53.2,69.0,3.0,2.5,c2,1.0,0.0,1,Z-MMH,1.0,A,-0.8523454135098346,35.47261897300851
P71503726,44.1,137.0,2.8000000000000003,-1.8,c2,4.0,1.0,1,Z-HXD,1.0,A,-0.7956781077711395,25.13248511274709
P53937400,41.3,93.0,44.0,-2.3000000000000003,c1,3.0,0.0,0,Z-VDW,1.0,A,0.8029408435768461,21.98829675214924
P22953721,59.7,110.0,-1.2000000000000002,5.2,c1,2.0,1.0,0,Z-PAZ,1.0,A,-0.7330492204713708,42.72028657779978
P79114953,52.3,66.0,-2.7,-2.2,c5,1.0,0.0,1,Z-PCH,1.0,A,-0.5055505782847258,34.36474302632425
P51844935,54.0,76.0,3.7,9.3,c4,5.0,0.0,1,Z-BFA,1.0,A,-0.4594838714616694,36.3212906305245
P82627974,,75.0,-11.0,-3.7,c4,2.0,0.0,0,Z-EOT,1.0,A,0.60384060667773,16.298726117232267
P14439038,,164.0,-16.0,7.2,c3,2.0,0.0,0,Z-QRZ,1.0,A,-0.3116260688412491,40.34694633402363
P41140142,53.8,113.0,3.5,1.8,c3,2.0,0.0,0,Z-HWZ,1.0,A,,36.089783043929266
P82168836,41.3,95.0,5.4,8.0,c4,2.0,0.0,1,Z-LTH,1.0,A,1.332509905704243,22.006123840269694
P64921284,46.400000000000006,104.0,4.9,2.8000000000000003,c2,3.0,0.0,0,Z-NGD,1.0,A,0.5298839060519752,27.75627673295046
P74677079,52.3,168.0,4.6000000000000005,3.1,c4,3.0,1.0,0,Z-VGH,1.0,A,0.4744772858041284,
p63159190,50.6,89.0,4.9,2.2,,5.0,0.0,1,Z-UTG,1.0,,-0.0718305755742381,32.472201185206195
,47.8,139.0,-4.1000000000000005,-7.300000000000001,c2,2.0,0.0,1,Z-MGJ,1.0,A,-0.4193803368482526,
P84749524,49.3,88.0,2.1,4.4,c2,4.0,1.0,1,Z-SQJ,1.0,A,-1.5116169455976245,31.068605587406353
?,48.1,78.0,32.0,1.2000000000000002,c1,5.0,0.0,1,Z-LNJ,1.0,B,-0.2308954399926717,29.73220359613803
P69668961,51.400000000000006,100.0,,0.6000000000000001,c1,1.0,1.0,1,Z-QIA,1.0,A,1.0719465892691322,
P34053181,61.900000000000006,118.0,4.7,6.4,c5,4.0,0.0,0,Z-OVQ,1.0,A,1.8300925172080609,
P16826024,29.6,81.0,3.8,7.7,c2,2.0,1.0,1,Z-GRA,1.0,A,-0.5908612724553652,8.90007403161832
P81076646,,35.0,-6.5,-5.5,c1,3.0,0.0,0,Z-BDP,1.0,A,-0.0021622807968711,29.86834761941284
P41620742,51.6,107.0,4.9,-3.7,c5,1.0,1.0,1,,1.0,A,0.4856429507188559,33.588611792352026
P32425358,52.5,88.0,5.9,2.2,c5,2.0,0.0,1,Z-VWP,1.0,A,0.2836639261538476,34.663945907183894
P10278805,47.2,76.0,-0.9,-2.5,c3,1.0,1.0,0,Z-GGZ,1.0,A,-0.4213712154831421,28.65276876810839
P13206798,36.1,42.0,4.4,2.3000000000000003,c1,2.0,0.0,1,Z-RGA,1.0,A,-2.386364103834294,16.189503957692757
P45135103,52.8,95.0,,7.800000000000001,c1,1.0,0.0,0,Z-BJL,1.0,B,-0.4856869588707059,34.951959353426986
P36645838,64.0,110.0,1.4,4.4,c4,5.0,0.0,0,Z-JLV,1.0,B,,47.546151927477666
P54805631,37.9,68.0,3.0,0.4,c1,5.0,0.0,1,Z-TQX,1.0,A,-0.3555369085659326,18.19524735575476
P61594568,57.1,68.0,3.0,11.3,c1,4.0,0.0,1,Z-TTI,1.0,A,-0.1922271305084413,39.774452123283695
P35723993,47.5,,2.0,,c1,2.0,1.0,0,Z-QAF,1.0,A,-0.7375229945899533,29.043272991893954
P58146934,49.7,78.0,5.300000000000001,1.9,c3,5.0,1.0,1,Z-IKD,1.0,,0.1926733164675328,31.448080887540375
P64520461,41.7,42.0,7.2,0.0,c2,5.0,0.0,1,Z-ZBK,1.0,A,-0.6968835661302236,22.52391340366446
P70515029,47.5,81.0,,-6.4,c4,4.0,1.0,0,Z-JZR,1.0,A,-1.4471802045374338,28.98989444879711
P64225335,60.6,97.0,0.5,,c4,4.0,1.0,1,Z-TYR,1.0,A,0.332681146345353,43.700401352290626
?,54.8,109.0,1.9,4.3,c5,2.0,1.0,1,Z-NWI,1.0,,-0.1118383831112146,
P31583589,,109.0,,5.300000000000001,c1,5.0,1.0,0,Z-GNH,1.0,A,0.3696891223950006,47.5908044486895
P81469444,59.6,77.0,1.1,-4.4,c2,3.0,,1,Z-WJF,1.0,A,0.9685480842496292,42.59670700079924
P66031073,53.7,82.0,,,c3,3.0,1.0,1,Z-AXR,1.0,A,-1.5435216374765135,35.95178011036619
P36619501,64.10000000000001,77.0,3.6,4.9,c5,2.0,0.0,1,?,1.0,A,-0.2869749370294648,
P42152762,53.7,,2.1,-8.4,c1,1.0,1.0,0,Z-LZP,1.0,A,-1.3003684559788522,35.95093842864469
P93630101,56.8,328.0437521280195,11.0,6.800000000000001,c1,5.0,,0,Z-RJD,1.0,A,0.1726789015487825,39.45189359117353
P76122063,47.8,135.0,2.8000000000000003,,c3,3.0,0.0,0,Z-IEZ,1.0,A,-1.3768384779070737,29.330861418187624
P43712888,50.7,85.0,5.7,6.800000000000001,c3,4.0,,0,Z-QJR,1.0,A,-2.6841083048940155,32.598912342732845
P36137615,44.6,,1.0,3.5,c1,1.0,0.0,0,Z-NJV,1.0,A,1.2418959574460071,25.723185590297508
P21618568,58.1,125.0,6.4,-4.7,c2,3.0,0.0,0,Z-ICB,1.0,A,-1.1350852851469757,
P81891408,40.7,62.0,-0.3,-2.8000000000000003,c2,2.0,0.0,0,Z-JZI,1.0,A,-0.5982836968077653,21.395267391966208
P47359943,56.400000000000006,94.0,1.2000000000000002,4.800000000000001,c2,4.0,1.0,1,Z-XSW,1.0,A,0.3357651324703916,
P72337951,48.6,93.0,3.5,1.4,c1,3.0,1.0,1,Z-BAP,,A,0.8475980616345766,30.28414048245357
P59791621,59.5,119.0,-15.0,0.2,c3,2.0,0.0,0,Z-WTP,1.0,A,0.1010233168504903,
P57880523,56.2,299.4251904165647,-31.0,1.8,c1,1.0,0.0,1,Z-BZM,1.0,A,-0.4299644105318247,38.757820898581336
p70601168,64.7,125.0,6.300000000000001,6.9,c1,2.0,1.0,0,Z-PKB,1.0,A,1.8827540362436896,48.38581541882121
P56653963,56.0,101.0,4.1000000000000005,0.9,c2,2.0,0.0,0,Z-JZN,1.0,A,-0.3417554862981998,
P47070472,37.6,116.0,1.4,2.1,c1,4.0,1.0,1,Z-JJR,1.0,A,-0.9258485565951752,17.851637699120836
p33185634,49.6,96.0,,-4.9,c3,4.0,1.0,0,,1.0,A,0.1990950377764003,31.39742144391619
P37216694,40.8,80.0,4.4,4.3,c2,2.0,0.0,1,Z-ZER,1.0,A,-0.6776291196472831,21.451935266646657
P98144342,46.0,88.0,-3.1,-1.2000000000000002,c2,3.0,0.0,0,Z-EKL,1.0,A,0.2684086196015953,27.33548141870353
P26660482,62.3,118.0,4.7,3.2,c1,5.0,1.0,0,Z-WUA,1.0,A,-0.9576565384015592,45.6010558994905
P18644986,55.3,72.0,-33.0,0.4,c1,,,1,Z-ERA,1.0,A,0.3783177549531468,37.73780429807926
P65502354,44.6,64.0,-9.0,-1.2000000000000002,c3,3.0,0.0,0,Z-NZY,,A,-1.68376630280963,25.709626142791283
p39243130,42.0,153.0,49.0,3.3000000000000003,c1,,0.0,1,Z-GAD,1.0,A,,22.876543702036408
P18592551,50.400000000000006,56.0,1.4,7.4,c1,3.0,1.0,1,Z-WKI,1.0,A,0.6442531062693508,32.295038835886345
P59420106,40.400000000000006,91.0,3.4000000000000004,-2.7,c3,2.0,1.0,0,Z-TJG,1.0,A,0.1486466908900711,21.05095865556985
P77429050,44.8,101.0,2.9000000000000004,6.800000000000001,,2.0,0.0,0,Z-YAK,1.0,A,-0.073720067066992,25.95973750343077
P12583042,52.7,132.0,6.300000000000001,9.5,c2,2.0,1.0,0,Z-TAY,1.0,A,2.215041203017978,34.808085243961195
,59.400000000000006,126.0,-1.1,1.0,?,3.0,1.0,0,Z-PIR,1.0,A,0.015029211160089,42.397808324960266
P23942177,55.0,160.0,1.1,-2.3000000000000003,c1,2.0,1.0,0,Z-MLY,1.0,A,-0.8066352077537225,
?,,283.298802170359,1.7000000000000002,1.3,c4,4.0,0.0,1,Z-CLY,1.0,A,0.0045396758919824,11.3783944226171
P81933797,52.6,141.0,3.6,-1.9,c3,3.0,0.0,0,Z-BRR,1.0,A,1.2978475646305008,
P82293220,50.7,129.0,5.7,1.0,?,1.0,1.0,0,Z-WJW,1.0,A,-0.5109874155474962,32.6483021590932
P80543294,53.5,148.0,-1.2000000000000002,-2.1,c1,3.0,0.0,1,Z-YAX,1.0,A,-1.7207793839424432,35.72501256835424
P36522256,,123.0,-4.6000000000000005,-9.4,c2,1.0,1.0,1,,1.0,A,-0.3543695947806037,46.54588713486086
P67326975,33.6,83.0,3.0000000000000004,-2.4000000000000004,c3,1.0,1.0,0,Z-WXU,1.0,A,-1.2883616071315178,
P68438084,45.400000000000006,82.0,4.5,-2.4000000000000004,c2,1.0,0.0,0,Z-OAY,1.0,A,-0.315156885802399,26.68006917328005
P91161969,54.900000000000006,113.0,0.1,1.2000000000000002,c1,4.0,0.0,1,Z-HCQ,1.0,A,-1.638285367059719,37.31815690514019
P72574470,37.5,,3.5,8.4,c5,3.0,0.0,1,Z-BGF,1.0,A,1.4549131398759234,17.765650404914517
P77997106,62.0,64.0,-2.0,5.9,c4,1.0,1.0,1,Z-AGG,1.0,A,-0.1046792264314202,45.283541432481584
P18856897,53.1,102.0,-1.5,,c3,3.0,0.0,0,Z-DHM,1.0,A,0.5791187264835609,35.31520951430593
P36890602,56.900000000000006,136.0,,1.6,c4,2.0,1.0,0,Z-MKE,1.0,A,-0.0298435662383683,
P43158482,45.6,56.0,4.1000000000000005,1.7000000000000002,c1,4.0,1.0,1,Z-FJH,1.0,A,0.7390243131984651,26.86150704630385
P68037987,56.7,85.0,3.9,5.300000000000001,c1,5.0,0.0,1,Z-ECA,1.0,A,-0.3286291887696245,39.3238732096959
P88222919,58.7,146.0,1.0,-1.9,c1,2.0,0.0,0,Z-IFH,1.0,A,-0.4903899448420069,41.61624400390134
P40607412,52.0,140.0,6.9,9.0,c1,2.0,1.0,0,Z-JTY,1.0,A,-0.97372506878493,34.095902181234514
?,52.0,87.0,1.0,2.0,c1,4.0,1.0,1,Z-PWO,1.0,A,-0.6664500339316126,34.109608034288264
P77485998,52.3,109.0,4.9,-4.3,c4,3.0,1.0,0,Z-KRI,1.0,A,0.7831244999375677,
P27417393,43.2,87.0,4.1000000000000005,2.7,c4,4.0,1.0,0,Z-XZX,1.0,A,0.93578992962246,
P44631433,49.0,130.0,4.3,-2.6,c2,3.0,0.0,0,Z-IPZ,1.0,A,-0.5932185683231906,
P27568515,48.900000000000006,84.0,3.2,-0.7000000000000001,c3,2.0,0.0,0,Z-HLU,1.0,A,-1.6148187448167308,30.62729720792877
P23791902,53.2,95.0,,-3.1,c1,4.0,0.0,1,Z-XLA,1.0,A,0.8281585142570074,35.450544779181456
p72326031,58.2,150.0,-3.9,-1.4,c1,2.0,1.0,1,Z-ETA,1.0,A,-0.9597918874629788,40.998418222192655
P88881094,41.7,59.0,-2.3000000000000003,-3.3000000000000003,?,1.0,1.0,0,Z-KPN,1.0,A,-0.7795066147887915,22.473175262194317
P23429575,49.2,85.0,0.3,-2.8000000000000003,c3,5.0,0.0,0,,1.0,A,-0.3373738019099826,30.8749187271238
P72136490,62.0,124.0,4.6000000000000005,11.8,c3,3.0,0.0,0,Z-CJY,1.0,A,0.905717658625812,45.33309992893076
P72485800,44.2,131.0,2.4000000000000004,-2.9000000000000004,c3,2.0,1.0,0,,1.0,A,0.3062342366709774,25.30770594068692
P77021086,43.6,57.0,,2.9000000000000004,c5,,0.0,1,Z-ORB,1.0,A,-0.3343212861740727,24.599749844387116
?,51.8,84.0,4.0,5.2,c1,1.0,0.0,1,Z-SPS,1.0,A,-1.5421417358200398,
P60363812,56.900000000000006,128.0,3.9,3.0,c1,3.0,1.0,0,Z-XXZ,1.0,A,-0.0270478814573036,
P20384772,50.3,121.0,-3.1,-7.6,c1,5.0,0.0,1,,1.0,A,1.0954221396315909,
P80464745,60.8,124.0,,-7.0,c5,4.0,0.0,1,Z-GUT,1.0,A,0.1099427924961581,
P27545409,,109.0,-0.1,1.4,c2,4.0,1.0,1,Z-MJI,1.0,A,0.6415617365354763,39.71114584309874
p50308605,56.900000000000006,115.0,4.4,7.1000000000000005,c2,,0.0,0,Z-NJH,1.0,A,0.0522805433807972,
P95772522,54.6,67.0,2.8000000000000003,1.1,c5,1.0,0.0,1,Z-GMC,1.0,,-0.2669578038311267,36.98704851191684
P60921373,68.8,135.0,6.0,-1.5,c2,3.0,1.0,0,Z-JXZ,1.0,A,0.1327718434833466,52.94887790311476
P36086924,48.5,138.0,-0.3,-1.3,c1,1.0,,1,Z-SAL,1.0,A,-0.0212856685626363,30.1535448002056
P15630740,34.1,38.0,0.7000000000000001,,c1,1.0,1.0,0,Z-RIU,1.0,A,2.3861878337981532,13.968299371401375
P33159062,63.0,101.0,4.0,-1.9,c2,2.0,1.0,0,Z-MTD,1.0,A,0.2046783881251924,46.43828925365427
P59956184,46.5,84.0,-1.4,-3.7,c3,5.0,0.0,0,Z-IRH,1.0,A,-0.0780652758521081,
,51.0,93.0,4.1000000000000005,2.7,,2.0,1.0,1,Z-NEC,1.0,A,0.0030642387619466,32.9709239990873
P83314323,60.6,168.0,2.1,,c1,3.0,1.0,0,Z-GTX,1.0,,0.2479724956769727,43.78595616374474
P29094986,37.3,54.0,30.0,-0.8,c3,5.0,0.0,0,Z-IAQ,1.0,A,0.275736390325439,17.579664130469673
P73499097,40.1,53.0,5.6000000000000005,,c1,4.0,1.0,1,Z-YKG,1.0,A,0.8385903153813667,20.735175073044743
P68458454,37.3,100.0,6.4,10.4,c4,1.0,0.0,1,Z-MPE,1.0,A,0.8104045087540457,17.588498565930315
P82283697,43.8,72.0,3.4000000000000004,-4.5,c1,3.0,1.0,0,Z-VWW,1.0,A,0.2616017038966712,24.852773389771187
,53.7,128.0,-3.5,,,4.0,0.0,1,Z-RWE,1.0,A,-1.9828973240461252,35.95672945415294
?,54.400000000000006,,-12.000000000000002,-2.5,c2,3.0,0.0,1,Z-SZV,1.0,A,0.8237151521098403,36.71769058531494
P47792765,52.400000000000006,116.0,4.5,7.0,c4,2.0,1.0,0,Z-DDW,,A,0.2821407389248986,34.48646761395698
P89320162,38.900000000000006,39.0,4.5,4.3,c1,3.0,0.0,1,Z-RDR,1.0,A,1.4261825364705771,19.285107044968704
,31.700000000000003,82.0,0.6000000000000001,3.9,c1,3.0,0.0,1,Z-UAT,1.0,A,-2.3519702867152477,11.209069070306205
P19747210,50.6,107.0,4.7,-4.3,c1,3.0,0.0,1,Z-YBN,1.0,A,0.7891630635795016,32.48918226851344
P55383236,46.400000000000006,87.0,-1.0,-0.5,c5,1.0,0.0,1,Z-PIG,1.0,A,-2.2650220978220768,27.754015697254975
P88813047,-79.31867350217316,73.0,34.0,-10.2,?,5.0,0.0,0,Z-BHI,1.0,A,0.053437259627889,36.134471945449505
P85251688,55.8,116.0,3.3000000000000003,7.4,c5,5.0,0.0,1,Z-YPD,1.0,A,-0.3255825262884418,38.31758263599143
,51.3,122.0,4.1000000000000005,7.5,c1,2.0,1.0,0,Z-LAE,1.0,A,0.8731874156164551,
p89321250,56.2,96.0,0.2,-2.4000000000000004,c2,2.0,0.0,1,Z-YOG,1.0,A,-2.067144712522766,38.841197768382685
P18186627,52.0,90.0,-1.3,-12.1,c2,2.0,1.0,0,Z-QZL,1.0,A,0.7370164625833263,34.06290236703562
P77353967,54.400000000000006,129.0,2.1,,c1,3.0,0.0,1,Z-JVZ,1.0,A,-1.6585270535705416,36.7705823504132
P65739971,44.5,335.6001744542624,,7.5,c2,2.0,0.0,0,Z-DGD,1.0,A,-0.4825970911876536,25.65794063417106
P10750793,48.7,123.0,5.1000000000000005,5.0,c2,3.0,0.0,0,Z-BRZ,1.0,A,-0.6655417246254391,30.383497275516874
P50940334,51.7,109.0,-1.2000000000000002,5.6000000000000005,c1,5.0,0.0,1,Z-ZEN,,A,0.5373991758632822,33.77098486991262
P44244622,56.7,105.0,4.4,1.4,c2,2.0,0.0,1,Z-OUV,1.0,A,-0.4667834487186575,
P48553534,47.0,94.0,5.0,11.8,c3,2.0,1.0,0,Z-RPP,1.0,A,0.0881619166275775,28.456329449978853
P33287709,54.3,72.0,6.4,-4.1000000000000005,c2,1.0,0.0,1,Z-IIS,1.0,A,-0.7490208400401954,36.69050530158901
P86682613,48.0,93.0,3.0,-1.7000000000000002,c2,2.0,,0,Z-TYT,,A,-0.5165160743886317,29.60745087276159
P84340045,49.2,129.0,2.8000000000000003,-4.2,c4,5.0,1.0,1,Z-GJR,1.0,A,-0.8243873878538668,30.942120494046826
P22401223,56.8,113.0,4.3,5.7,?,,0.0,0,Z-ZWJ,1.0,A,,
P78687543,34.2,57.0,,-0.1,c3,3.0,0.0,0,Z-DTX,1.0,A,-0.6790785604296049,
P65524132,39.8,64.0,2.8000000000000003,,c1,2.0,0.0,1,Z-PWL,1.0,A,,20.33174904732715
P26680059,38.3,80.0,5.300000000000001,6.4,c3,,1.0,1,Z-CCK,,A,0.6377166944762985,
P47237513,31.5,36.0,-0.5,-0.8,c1,,0.0,0,Z-XFT,1.0,A,0.3864960255695255,10.997454921365255
P35172189,44.7,67.0,1.3,-0.5,c1,4.0,0.0,1,Z-SUJ,1.0,A,1.5577015166663852,
P57543287,56.2,152.0,5.0,-1.3,c2,4.0,0.0,0,Z-JGJ,1.0,A,-0.1020640817252853,38.74490509754966
P21760618,47.900000000000006,69.0,-0.3,1.1,c4,1.0,1.0,0,Z-OSZ,1.0,A,0.7543835206656653,29.436043402556827
P54946844,51.7,81.0,0.0,,c1,3.0,0.0,1,Z-XCC,1.0,A,-0.6451935370750308,33.78011073747667
P20542949,58.900000000000006,123.0,3.5,5.1000000000000005,c2,3.0,0.0,0,Z-GPG,1.0,A,0.9665584431447972,
P22071616,,106.0,-1.1,4.2,c1,1.0,0.0,0,Z-NSX,1.0,A,1.456563906958992,43.94917519040922
P86585589,49.6,,3.9,1.0,c1,2.0,1.0,1,Z-FGD,1.0,A,1.427879302413659,31.377758587464744
P56081384,61.0,142.0,1.1,5.4,c2,2.0,0.0,0,Z-UJE,1.0,A,-1.7824729143854878,44.182273006124575
P35950114,50.900000000000006,60.0,-2.4000000000000004,-2.5,c1,4.0,0.0,1,Z-MQB,1.0,A,-1.2047763468404846,32.829139925906986
P87589494,43.5,109.0,-0.0,1.3,c4,3.0,1.0,0,Z-HRB,1.0,A,-1.9981118569675351,24.46341598555284
P40209265,45.400000000000006,77.0,6.0,-1.5,c1,4.0,0.0,1,Z-QNP,1.0,A,1.0257780582843652,26.650396830211385
P25411082,38.3,73.0,2.7,-1.7000000000000002,c2,5.0,0.0,0,Z-MAG,1.0,A,1.2143948348415603,18.675171386914855
P90970951,43.1,140.0,-30.0,-6.7,c1,3.0,0.0,1,,1.0,A,-0.3879174688777609,
